2026-01-31 17:49:34,566 - ✅ Loaded cogs.start_menu
2026-02-08 17:15:23,852 - ✅ Keep-alive task started (runs every 5 minutes)
2026-02-08 17:15:23,899 - 🔄 Restoring 0 persistent views from MongoDB...
2026-02-08 17:15:23,900 - ✅ View restoration complete: 0 restored, 0 failed
2026-02-08 17:15:23,900 - ✅ Registered GiftCodeView
2026-02-08 17:15:23,900 - ✅ Registered PersistentHelpView
2026-02-08 17:15:23,901 - ✅ Registered Pollinate Views
2026-02-08 17:15:23,901 - ✅ Registered PersistentMemberListView
2026-02-08 17:15:23,901 - ✅ Registered BirthdayWishView
2026-02-08 17:15:27,239 - 🤖 Logged in as Whiteout Survival#3946 (ID: 1399025185046134866)
2026-02-08 17:15:27,239 - 📊 Connected to 16 guild(s)
2026-02-08 17:15:28,147 - ✅ Synced 61 commands globally
2026-02-17 02:14:32,660 - ✅ Loaded cogs.start_menu
2026-02-17 02:14:35,132 - ✅ Loaded cogs.alliance
2026-02-17 02:14:35,146 - ✅ Loaded cogs.alliance_member_operations
2026-02-17 02:14:35,155 - ✅ Loaded cogs.changes
2026-02-17 02:14:35,209 - ✅ Loaded cogs.web_search
2026-02-17 02:14:35,213 - ✅ Loaded cogs.welcome_channel
2026-02-17 02:14:35,217 - ✅ Loaded cogs.control
2026-02-17 02:14:35,347 - ✅ Loaded cogs.gift_operations
2026-02-17 02:14:35,550 - ✅ Loaded cogs.manage_giftcode
2026-02-17 02:14:35,554 - ✅ Loaded cogs.id_channel
2026-02-17 02:14:35,559 - ✅ Loaded cogs.bot_operations
2026-02-17 02:14:35,562 - ✅ Loaded cogs.remote_access
2026-02-17 02:14:35,564 - ✅ Loaded cogs.fid_commands
2026-02-17 02:14:35,565 - ✅ Loaded cogs.record_commands
2026-02-17 02:14:35,572 - ✅ Loaded cogs.bear_trap
2026-02-17 02:14:35,575 - ✅ Loaded cogs.bear_trap_editor
2026-02-17 02:14:35,656 - ✅ Loaded cogs.attendance
2026-02-17 02:14:35,708 - ✅ Loaded cogs.minister_schedule
2026-02-17 02:14:35,709 - ✅ Loaded cogs.other_features
2026-02-17 02:14:35,711 - ✅ Loaded cogs.support_operations
2026-02-17 02:14:35,714 - ✅ Loaded cogs.minister_menu
2026-02-17 02:14:35,717 - ✅ Loaded cogs.playerinfo
2026-02-17 02:14:35,721 - ✅ Loaded cogs.reminder_system
2026-02-17 02:14:35,730 - ✅ Loaded cogs.birthday_system
2026-02-17 02:14:35,733 - ✅ Loaded cogs.events
2026-02-17 02:14:35,736 - ✅ Loaded cogs.server_age
2026-02-17 02:14:35,739 - ✅ Loaded cogs.personalise_chat
2026-02-17 02:14:43,547 - ✅ Loaded cogs.music
2026-02-17 02:14:48,519 - ✅ Loaded cogs.voice_conversation
2026-02-17 02:14:48,564 - ✅ Loaded cogs.tts
2026-02-17 02:14:48,570 - ✅ Loaded cogs.auto_translate
2026-02-17 02:14:48,575 - ✅ Loaded cogs.message_extractor
2026-02-17 02:14:48,579 - ✅ Loaded cogs.tictactoe
2026-02-17 02:14:48,586 - ❌ Failed to load cogs.alliance_monitor: Extension 'cogs.alliance_monitor' raised an error: ModuleNotFoundError: No module named 'alliance_monitor'
2026-02-17 02:14:48,587 - 📦 Cog loading complete: 33 loaded, 1 failed
2026-02-17 02:14:48,646 - ✅ User profiles loaded successfully
2026-02-17 02:14:49,457 - ✅ Playlist storage initialized
2026-02-17 02:14:50,139 - ✅ Music state storage initialized
2026-02-17 02:14:50,145 - ⚠️  Health server failed to start (port may be in use)
2026-02-17 02:14:50,146 - ✅ Keep-alive task started (runs every 5 minutes)
2026-02-17 02:14:50,199 - 🔄 Restoring 0 persistent views from MongoDB...
2026-02-17 02:14:50,199 - ✅ View restoration complete: 0 restored, 0 failed
2026-02-17 02:14:50,201 - ✅ Registered GiftCodeView
2026-02-17 02:14:50,202 - ✅ Registered PersistentHelpView
2026-02-17 02:14:50,204 - ✅ Registered Pollinate Views
2026-02-17 02:14:50,205 - ✅ Registered PersistentMemberListView
2026-02-17 02:14:50,208 - ✅ Registered BirthdayWishView
2026-02-17 02:14:53,595 - 🤖 Logged in as Whiteout Survival#3946 (ID: 1399025185046134866)
2026-02-17 02:14:53,596 - 📊 Connected to 16 guild(s)
2026-02-17 02:14:54,871 - ✅ Synced 61 commands globally
2026-03-02 23:27:39,013 - ✅ Loaded cogs.start_menu
2026-03-02 23:27:40,866 - ✅ Loaded cogs.alliance
2026-03-02 23:27:40,927 - ✅ Loaded cogs.alliance_member_operations
2026-03-02 23:27:40,931 - ✅ Loaded cogs.changes
2026-03-02 23:27:42,052 - ✅ Loaded cogs.web_search
2026-03-02 23:27:42,055 - ✅ Loaded cogs.welcome_channel
2026-03-02 23:27:42,058 - ✅ Loaded cogs.control
2026-03-02 23:27:42,173 - ✅ Loaded cogs.gift_operations
2026-03-02 23:27:42,546 - ✅ Loaded cogs.manage_giftcode
2026-03-02 23:27:42,552 - ✅ Loaded cogs.id_channel
2026-03-02 23:27:42,796 - ✅ Loaded cogs.bot_operations
2026-03-02 23:27:42,799 - ✅ Loaded cogs.remote_access
2026-03-02 23:27:42,801 - ✅ Loaded cogs.fid_commands
2026-03-02 23:27:42,803 - ✅ Loaded cogs.record_commands
2026-03-02 23:27:42,811 - ✅ Loaded cogs.bear_trap
2026-03-02 23:27:42,813 - ✅ Loaded cogs.bear_trap_editor
2026-03-02 23:27:42,978 - ✅ Loaded cogs.attendance
2026-03-02 23:27:43,058 - ✅ Loaded cogs.minister_schedule
2026-03-02 23:27:43,060 - ✅ Loaded cogs.other_features
2026-03-02 23:27:43,062 - ✅ Loaded cogs.support_operations
2026-03-02 23:27:43,065 - ✅ Loaded cogs.minister_menu
2026-03-02 23:27:43,067 - ✅ Loaded cogs.playerinfo
2026-03-02 23:27:43,072 - ✅ Loaded cogs.reminder_system
2026-03-02 23:27:43,076 - ✅ Loaded cogs.birthday_system
2026-03-02 23:27:43,078 - ✅ Loaded cogs.events
2026-03-02 23:27:43,081 - ✅ Loaded cogs.server_age
2026-03-02 23:27:43,083 - ✅ Loaded cogs.personalise_chat
2026-03-02 23:27:51,113 - ✅ Loaded cogs.music
2026-03-02 23:27:59,295 - ✅ Loaded cogs.voice_conversation
2026-03-02 23:27:59,334 - ✅ Loaded cogs.tts
2026-03-02 23:27:59,340 - ✅ Loaded cogs.auto_translate
2026-03-02 23:27:59,343 - ✅ Loaded cogs.message_extractor
2026-03-02 23:27:59,345 - ✅ Loaded cogs.tictactoe
2026-03-02 23:27:59,348 - ❌ Failed to load cogs.alliance_monitor: Extension 'cogs.alliance_monitor' raised an error: ModuleNotFoundError: No module named 'alliance_monitor'
Traceback (most recent call last):
  File "C:\Users\mohit\AppData\Roaming\Python\Python313\site-packages\discord\ext\commands\bot.py", line 962, in _load_from_module_spec
    spec.loader.exec_module(lib)  # type: ignore
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "<frozen importlib._bootstrap_external>", line 1026, in exec_module
  File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
  File "F:\Whiteout Survival Bot\cogs\alliance_monitor.py", line 15, in <module>
    from alliance_monitor.scanner import AllianceScanner, ScanResult
ModuleNotFoundError: No module named 'alliance_monitor'

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "F:\Whiteout Survival Bot\app.py", line 905, in setup_hook
    await bot.load_extension(cog_name)
  File "C:\Users\mohit\AppData\Roaming\Python\Python313\site-packages\discord\ext\commands\bot.py", line 1040, in load_extension
    await self._load_from_module_spec(spec, name)
  File "C:\Users\mohit\AppData\Roaming\Python\Python313\site-packages\discord\ext\commands\bot.py", line 965, in _load_from_module_spec
    raise errors.ExtensionFailed(key, e) from e
discord.ext.commands.errors.ExtensionFailed: Extension 'cogs.alliance_monitor' raised an error: ModuleNotFoundError: No module named 'alliance_monitor'
2026-03-02 23:27:59,352 - ✅ Loaded cogs.debug_mongo_cog
2026-03-02 23:27:59,352 - 📦 Cog loading complete: 34 loaded, 1 failed
2026-03-02 23:27:59,411 - ✅ User profiles loaded successfully
2026-03-02 23:28:00,326 - ✅ Playlist storage initialized
2026-03-02 23:28:01,190 - ✅ Music state storage initialized
2026-03-02 23:28:01,192 - ⚠️  Health server failed to start (port may be in use)
2026-03-02 23:28:01,192 - ✅ Keep-alive task started (runs every 5 minutes)
2026-03-02 23:28:01,256 - 🔄 Restoring 0 persistent views from MongoDB...
2026-03-02 23:28:01,256 - ✅ View restoration complete: 0 restored, 0 failed
2026-03-02 23:28:01,257 - ✅ Registered GiftCodeView
2026-03-02 23:28:01,257 - ✅ Registered PersistentHelpView
2026-03-02 23:28:01,258 - ✅ Registered Pollinate Views
2026-03-02 23:28:01,258 - ✅ Registered PersistentMemberListView
2026-03-02 23:28:01,259 - ✅ Registered BirthdayWishView
2026-03-02 23:28:05,122 - 🤖 Logged in as Whiteout Survival#3946 (ID: 1399025185046134866)
2026-03-02 23:28:05,122 - 📊 Connected to 18 guild(s)
2026-03-02 23:28:05,922 - ✅ Synced 62 commands globally
2026-03-03 00:41:57,937 - ✅ Loaded cogs.start_menu
2026-03-03 00:42:00,341 - ✅ Loaded cogs.alliance
2026-03-03 00:42:00,379 - ✅ Loaded cogs.alliance_member_operations
2026-03-03 00:42:00,418 - ✅ Loaded cogs.changes
2026-03-03 00:42:00,707 - ✅ Loaded cogs.web_search
2026-03-03 00:42:00,715 - ✅ Loaded cogs.welcome_channel
2026-03-03 00:42:00,742 - ✅ Loaded cogs.control
2026-03-03 00:42:03,429 - ✅ Loaded cogs.gift_operations
2026-03-03 00:42:05,529 - ✅ Loaded cogs.manage_giftcode
2026-03-03 00:42:05,587 - ✅ Loaded cogs.id_channel
2026-03-03 00:42:05,667 - ✅ Loaded cogs.bot_operations
2026-03-03 00:42:05,722 - ✅ Loaded cogs.remote_access
2026-03-03 00:42:05,765 - ✅ Loaded cogs.fid_commands
2026-03-03 00:42:05,803 - ✅ Loaded cogs.record_commands
2026-03-03 00:42:05,889 - ✅ Loaded cogs.bear_trap
2026-03-03 00:42:05,934 - ✅ Loaded cogs.bear_trap_editor
2026-03-03 00:42:07,010 - ✅ Loaded cogs.attendance
2026-03-03 00:42:07,328 - ✅ Loaded cogs.minister_schedule
2026-03-03 00:42:07,334 - ✅ Loaded cogs.other_features
2026-03-03 00:42:07,341 - ✅ Loaded cogs.support_operations
2026-03-03 00:42:07,355 - ✅ Loaded cogs.minister_menu
2026-03-03 00:42:07,369 - ✅ Loaded cogs.playerinfo
2026-03-03 00:42:07,390 - ✅ Loaded cogs.reminder_system
2026-03-03 00:42:07,437 - ✅ Loaded cogs.birthday_system
2026-03-03 00:42:07,446 - ✅ Loaded cogs.events
2026-03-03 00:42:07,459 - ✅ Loaded cogs.server_age
2026-03-03 00:42:07,468 - ✅ Loaded cogs.personalise_chat
2026-03-03 00:42:07,479 - ❌ Failed to load cogs.music: Extension 'cogs.music' raised an error: ModuleNotFoundError: No module named 'wavelink'
Traceback (most recent call last):
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 962, in _load_from_module_spec
    spec.loader.exec_module(lib)  # type: ignore
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "<frozen importlib._bootstrap_external>", line 1026, in exec_module
  File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
  File "F:\Whiteout Survival Bot\cogs\music.py", line 9, in <module>
    import wavelink
ModuleNotFoundError: No module named 'wavelink'

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "F:\Whiteout Survival Bot\app.py", line 906, in setup_hook
    await bot.load_extension(cog_name)
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 1040, in load_extension
    await self._load_from_module_spec(spec, name)
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 965, in _load_from_module_spec
    raise errors.ExtensionFailed(key, e) from e
discord.ext.commands.errors.ExtensionFailed: Extension 'cogs.music' raised an error: ModuleNotFoundError: No module named 'wavelink'
2026-03-03 00:42:07,619 - ✅ Loaded cogs.voice_conversation
2026-03-03 00:42:07,688 - ✅ Loaded cogs.tts
2026-03-03 00:42:07,705 - ✅ Loaded cogs.auto_translate
2026-03-03 00:42:07,716 - ✅ Loaded cogs.message_extractor
2026-03-03 00:42:07,723 - ✅ Loaded cogs.tictactoe
2026-03-03 00:42:07,732 - ❌ Failed to load cogs.alliance_monitor: Extension 'cogs.alliance_monitor' raised an error: ModuleNotFoundError: No module named 'alliance_monitor'
Traceback (most recent call last):
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 962, in _load_from_module_spec
    spec.loader.exec_module(lib)  # type: ignore
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "<frozen importlib._bootstrap_external>", line 1026, in exec_module
  File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
  File "F:\Whiteout Survival Bot\cogs\alliance_monitor.py", line 15, in <module>
    from alliance_monitor.scanner import AllianceScanner, ScanResult
ModuleNotFoundError: No module named 'alliance_monitor'

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "F:\Whiteout Survival Bot\app.py", line 906, in setup_hook
    await bot.load_extension(cog_name)
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 1040, in load_extension
    await self._load_from_module_spec(spec, name)
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 965, in _load_from_module_spec
    raise errors.ExtensionFailed(key, e) from e
discord.ext.commands.errors.ExtensionFailed: Extension 'cogs.alliance_monitor' raised an error: ModuleNotFoundError: No module named 'alliance_monitor'
2026-03-03 00:42:07,742 - ❌ Failed to load cogs.start_menu: Extension 'cogs.start_menu' is already loaded.
Traceback (most recent call last):
  File "F:\Whiteout Survival Bot\app.py", line 906, in setup_hook
    await bot.load_extension(cog_name)
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 1034, in load_extension
    raise errors.ExtensionAlreadyLoaded(name)
discord.ext.commands.errors.ExtensionAlreadyLoaded: Extension 'cogs.start_menu' is already loaded.
2026-03-03 00:42:07,758 - ✅ Loaded cogs.debug_mongo_cog
2026-03-03 00:42:07,760 - 📦 Cog loading complete: 33 loaded, 3 failed
2026-03-03 00:42:07,822 - ✅ User profiles loaded successfully
2026-03-03 00:42:08,944 - ✅ Playlist storage initialized
2026-03-03 00:42:09,787 - ✅ Music state storage initialized
2026-03-03 00:42:09,795 - ⚠️  Health server failed to start (port may be in use)
2026-03-03 00:42:09,798 - ✅ Keep-alive task started (runs every 5 minutes)
2026-03-03 00:42:09,857 - 🔄 Restoring 0 persistent views from MongoDB...
2026-03-03 00:42:09,858 - ✅ View restoration complete: 0 restored, 0 failed
2026-03-03 00:42:09,861 - ✅ Registered GiftCodeView
2026-03-03 00:42:09,862 - ✅ Registered PersistentHelpView
2026-03-03 00:42:09,866 - ✅ Registered Pollinate Views
2026-03-03 00:42:09,868 - ✅ Registered PersistentMemberListView
2026-03-03 00:42:09,872 - ✅ Registered BirthdayWishView
2026-03-03 00:42:15,146 - 🤖 Logged in as Whiteout Survival#3946 (ID: 1399025185046134866)
2026-03-03 00:42:15,148 - 📊 Connected to 18 guild(s)
2026-03-03 00:42:16,171 - ✅ Synced 47 commands globally
2026-03-03 00:46:12,912 - ✅ Loaded cogs.start_menu
2026-03-03 00:46:14,339 - ✅ Loaded cogs.alliance
2026-03-03 00:46:14,357 - ✅ Loaded cogs.alliance_member_operations
2026-03-03 00:46:14,374 - ✅ Loaded cogs.changes
2026-03-03 00:46:14,458 - ✅ Loaded cogs.web_search
2026-03-03 00:46:14,474 - ✅ Loaded cogs.welcome_channel
2026-03-03 00:46:14,498 - ✅ Loaded cogs.control
2026-03-03 00:46:14,678 - ✅ Loaded cogs.gift_operations
2026-03-03 00:46:14,934 - ✅ Loaded cogs.manage_giftcode
2026-03-03 00:46:14,942 - ✅ Loaded cogs.id_channel
2026-03-03 00:46:14,960 - ✅ Loaded cogs.bot_operations
2026-03-03 00:46:14,971 - ✅ Loaded cogs.remote_access
2026-03-03 00:46:14,975 - ✅ Loaded cogs.fid_commands
2026-03-03 00:46:14,977 - ✅ Loaded cogs.record_commands
2026-03-03 00:46:14,984 - ✅ Loaded cogs.bear_trap
2026-03-03 00:46:14,988 - ✅ Loaded cogs.bear_trap_editor
2026-03-03 00:46:15,159 - ✅ Loaded cogs.attendance
2026-03-03 00:46:15,297 - ✅ Loaded cogs.minister_schedule
2026-03-03 00:46:15,302 - ✅ Loaded cogs.other_features
2026-03-03 00:46:15,307 - ✅ Loaded cogs.support_operations
2026-03-03 00:46:15,315 - ✅ Loaded cogs.minister_menu
2026-03-03 00:46:15,324 - ✅ Loaded cogs.playerinfo
2026-03-03 00:46:15,337 - ✅ Loaded cogs.reminder_system
2026-03-03 00:46:15,345 - ✅ Loaded cogs.birthday_system
2026-03-03 00:46:15,351 - ✅ Loaded cogs.events
2026-03-03 00:46:15,355 - ✅ Loaded cogs.server_age
2026-03-03 00:46:15,358 - ✅ Loaded cogs.personalise_chat
2026-03-03 00:46:15,364 - ❌ Failed to load cogs.music: Extension 'cogs.music' raised an error: ModuleNotFoundError: No module named 'wavelink'
Traceback (most recent call last):
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 962, in _load_from_module_spec
    spec.loader.exec_module(lib)  # type: ignore
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "<frozen importlib._bootstrap_external>", line 1026, in exec_module
  File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
  File "F:\Whiteout Survival Bot\cogs\music.py", line 9, in <module>
    import wavelink
ModuleNotFoundError: No module named 'wavelink'

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "F:\Whiteout Survival Bot\app.py", line 906, in setup_hook
    await bot.load_extension(cog_name)
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 1040, in load_extension
    await self._load_from_module_spec(spec, name)
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 965, in _load_from_module_spec
    raise errors.ExtensionFailed(key, e) from e
discord.ext.commands.errors.ExtensionFailed: Extension 'cogs.music' raised an error: ModuleNotFoundError: No module named 'wavelink'
2026-03-03 00:46:15,392 - ✅ Loaded cogs.voice_conversation
2026-03-03 00:46:15,420 - ✅ Loaded cogs.tts
2026-03-03 00:46:15,426 - ✅ Loaded cogs.auto_translate
2026-03-03 00:46:15,430 - ✅ Loaded cogs.message_extractor
2026-03-03 00:46:15,433 - ✅ Loaded cogs.tictactoe
2026-03-03 00:46:15,437 - ❌ Failed to load cogs.alliance_monitor: Extension 'cogs.alliance_monitor' raised an error: ModuleNotFoundError: No module named 'alliance_monitor'
Traceback (most recent call last):
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 962, in _load_from_module_spec
    spec.loader.exec_module(lib)  # type: ignore
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "<frozen importlib._bootstrap_external>", line 1026, in exec_module
  File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
  File "F:\Whiteout Survival Bot\cogs\alliance_monitor.py", line 15, in <module>
    from alliance_monitor.scanner import AllianceScanner, ScanResult
ModuleNotFoundError: No module named 'alliance_monitor'

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "F:\Whiteout Survival Bot\app.py", line 906, in setup_hook
    await bot.load_extension(cog_name)
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 1040, in load_extension
    await self._load_from_module_spec(spec, name)
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 965, in _load_from_module_spec
    raise errors.ExtensionFailed(key, e) from e
discord.ext.commands.errors.ExtensionFailed: Extension 'cogs.alliance_monitor' raised an error: ModuleNotFoundError: No module named 'alliance_monitor'
2026-03-03 00:46:15,441 - ❌ Failed to load cogs.start_menu: Extension 'cogs.start_menu' is already loaded.
Traceback (most recent call last):
  File "F:\Whiteout Survival Bot\app.py", line 906, in setup_hook
    await bot.load_extension(cog_name)
  File "F:\Whiteout Survival Bot\bot_venv\Lib\site-packages\discord\ext\commands\bot.py", line 1034, in load_extension
    raise errors.ExtensionAlreadyLoaded(name)
discord.ext.commands.errors.ExtensionAlreadyLoaded: Extension 'cogs.start_menu' is already loaded.
2026-03-03 00:46:15,446 - ✅ Loaded cogs.debug_mongo_cog
2026-03-03 00:46:15,447 - 📦 Cog loading complete: 33 loaded, 3 failed
2026-03-03 00:46:15,510 - ✅ User profiles loaded successfully
2026-03-03 00:46:16,279 - ✅ Playlist storage initialized
2026-03-03 00:46:17,236 - ✅ Music state storage initialized
2026-03-03 00:46:17,240 - ⚠️  Health server failed to start (port may be in use)
2026-03-03 00:46:17,240 - ✅ Keep-alive task started (runs every 5 minutes)
2026-03-03 00:46:17,296 - 🔄 Restoring 0 persistent views from MongoDB...
2026-03-03 00:46:17,297 - ✅ View restoration complete: 0 restored, 0 failed
2026-03-03 00:46:17,299 - ✅ Registered GiftCodeView
2026-03-03 00:46:17,300 - ✅ Registered PersistentHelpView
2026-03-03 00:46:17,302 - ✅ Registered Pollinate Views
2026-03-03 00:46:17,305 - ✅ Registered PersistentMemberListView
2026-03-03 00:46:17,307 - ✅ Registered BirthdayWishView
